ECM Titanium Exported Map
PROJ: Volkswagen_EDC17C46_INTERNAL-FLASH _2025_10_12_11_15_33
DRV : T947_878.DRT
MAP : Rauchbegrenzer - untere Grenze Lambda #4
Addr: 0x07C91A
Size: 8x8
Unit: Lambda
RPM|mg/stk;150,0;200,0;300,0;400,0;500,0;600,0;800,0;1000,0
980;1,000;1,000;1,000;1,100;1,100;1,100;1,100;1,100
1000;0,700;1,000;1,050;1,120;1,120;1,130;1,140;1,150
1500;0,700;1,000;1,050;1,120;1,120;1,140;1,150;1,175
1750;0,700;1,000;1,050;1,120;1,120;1,150;1,150;1,175
2000;0,700;1,100;1,100;1,130;1,130;1,150;1,150;1,150
2750;0,700;1,100;1,100;1,150;1,150;1,160;1,170;1,150
3000;0,700;1,100;1,100;1,200;1,200;1,150;1,150;1,150
4000;0,700;1,100;1,100;1,200;1,100;1,100;1,100;1,100
